name,terminology,code,term
cancer,SNOMED CT,188307009,Malignant tumour of cranial nerve
cancer,SNOMED CT,188308004,Malignant neoplasm of olfactory bulb
cancer,SNOMED CT,188312005,Malignant neoplasm of cerebral dura mater (disorder)
cancer,SNOMED CT,188313000,Malignant neoplasm of cerebral arachnoid mater (disorder)
cancer,SNOMED CT,188315007,Malignant neoplasm of cerebral pia mater (disorder)
cancer,SNOMED CT,188317004,Malignant neoplasm of spinal dura mater (disorder)
cancer,SNOMED CT,188318009,Malignant neoplasm of spinal arachnoid mater (disorder)
cancer,SNOMED CT,188319001,Malignant neoplasm of spinal pia mater (disorder)
cancer,SNOMED CT,188321006,Malignant neoplasm of peripheral nerves and autonomic nervous system
cancer,SNOMED CT,188322004,"Malignant neoplasm of peripheral nerves of head, face and neck"
cancer,SNOMED CT,188323009,"Malignant neoplasm of peripheral nerves of upper limb, including shoulder"
cancer,SNOMED CT,188324003,"Malignant neoplasm of peripheral nerves of lower limb, including hip"
cancer,SNOMED CT,188325002,Malignant neoplasm of peripheral nerve of thorax
cancer,SNOMED CT,188326001,Malignant neoplasm of peripheral nerve of abdomen
cancer,SNOMED CT,188327005,Malignant neoplasm of peripheral nerve of pelvis
cancer,SNOMED CT,188339002,Malignant neoplasm of pituitary gland and craniopharyngeal duct
cancer,SNOMED CT,188340000,Malignant tumor of craniopharyngeal duct
cancer,SNOMED CT,188353002,"Malignant neoplasm of head, neck and face"
cancer,SNOMED CT,188361007,Malignant neoplasm of thorax
cancer,SNOMED CT,188366002,Malignant tumor of abdomen
cancer,SNOMED CT,188445006,Secondary malignant neoplasm of retroperitoneum and peritoneum
cancer,SNOMED CT,188454009,Secondary malignant neoplasm of skin of head
cancer,SNOMED CT,188458007,Secondary malignant neoplasm of skin of shoulder and arm
cancer,SNOMED CT,188459004,Secondary malignant neoplasm of skin of hip and leg
cancer,SNOMED CT,188462001,Secondary malignant neoplasm of brain and spinal cord
cancer,SNOMED CT,188469005,Secondary malignant neoplasm of cervix uteri
cancer,SNOMED CT,188478004,Malignant neoplasms of independent (primary) multiple sites
cancer,SNOMED CT,188487008,Lymphosarcoma and reticulosarcoma
cancer,SNOMED CT,188489006,"Reticulosarcoma of lymph nodes of head, face and neck"
cancer,SNOMED CT,188492005,Reticulosarcoma of lymph nodes of axilla and upper limb (disorder)
cancer,SNOMED CT,188493000,Reticulosarcoma of lymph nodes of inguinal region and lower limb (disorder)
cancer,SNOMED CT,188498009,Lymphosarcoma
cancer,SNOMED CT,188500005,"Lymphosarcoma of lymph nodes of head, face and neck"
cancer,SNOMED CT,188501009,Lymphosarcoma of intrathoracic lymph nodes
cancer,SNOMED CT,188502002,Lymphosarcoma of intra-abdominal lymph nodes
cancer,SNOMED CT,188503007,Lymphosarcoma of lymph nodes of axilla and upper limb (disorder)
cancer,SNOMED CT,188504001,Lymphosarcoma of lymph nodes of inguinal region and lower limb
cancer,SNOMED CT,188506004,Lymphosarcoma of spleen
cancer,SNOMED CT,188507008,Lymphosarcoma of lymph nodes of multiple sites (disorder)
cancer,SNOMED CT,188510001,"Burkitt's lymphoma of lymph nodes of head, face and neck"
cancer,SNOMED CT,188511002,Burkitt's lymphoma of intrathoracic lymph nodes
cancer,SNOMED CT,188512009,Burkitt's lymphoma of intra-abdominal lymph nodes
cancer,SNOMED CT,188513004,Burkitt's lymphoma of lymph nodes of axilla and upper limb (disorder)
cancer,SNOMED CT,188514005,Burkitt's lymphoma of lymph nodes of inguinal region and lower limb
cancer,SNOMED CT,188515006,Burkitt's lymphoma of intrapelvic lymph nodes (disorder)
cancer,SNOMED CT,188516007,Burkitt's lymphoma of spleen (disorder)
cancer,SNOMED CT,188517003,Burkitt's lymphoma of lymph nodes of multiple sites (disorder)
cancer,SNOMED CT,188524002,Hodgkin's paragranuloma of intrathoracic lymph nodes (disorder)
cancer,SNOMED CT,188531003,Hodgkin's paragranuloma of lymph nodes of multiple sites (disorder)
cancer,SNOMED CT,188534006,"Hodgkin's granuloma of lymph nodes of head, face and neck"
cancer,SNOMED CT,188536008,Hodgkin's granuloma of intra-abdominal lymph nodes (disorder)
cancer,SNOMED CT,188537004,Hodgkin's granuloma of lymph nodes of axilla and upper limb (disorder)
cancer,SNOMED CT,188538009,Hodgkin's granuloma of lymph nodes of inguinal region and lower limb (disorder)
cancer,SNOMED CT,188541000,Hodgkin's granuloma of lymph nodes of multiple sites (disorder)
cancer,SNOMED CT,188544008,"Hodgkin's sarcoma of lymph nodes of head, face and neck (disorder)"
cancer,SNOMED CT,188547001,Hodgkin's sarcoma of lymph nodes of axilla and upper limb
cancer,SNOMED CT,188548006,Hodgkin's sarcoma of lymph nodes of inguinal region and lower limb (disorder)
cancer,SNOMED CT,188551004,Hodgkin's sarcoma of lymph nodes of multiple sites (disorder)
cancer,SNOMED CT,188554007,"Hodgkin's disease, lymphocytic-histiocytic predominance of lymph nodes of head, face and neck"
cancer,SNOMED CT,188558005,"Hodgkin's disease, lymphocytic-histiocytic predominance of lymph nodes of axilla and upper limb (disorder)"
cancer,SNOMED CT,188559002,"Hodgkin's disease, lymphocytic-histiocytic predominance of lymph nodes of inguinal region and lower limb"
cancer,SNOMED CT,188562004,"Hodgkin's disease, lymphocytic-histiocytic predominance of lymph nodes of multiple sites (disorder)"
cancer,SNOMED CT,188565002,"Hodgkin's disease, nodular sclerosis of lymph nodes of head, face and neck"
cancer,SNOMED CT,188566001,"Hodgkin's disease, nodular sclerosis of intrathoracic lymph nodes"
cancer,SNOMED CT,188567005,"Hodgkin's disease, nodular sclerosis of intra-abdominal lymph nodes"
cancer,SNOMED CT,188568000,"Hodgkin's disease, nodular sclerosis of lymph nodes of axilla and upper limb"
cancer,SNOMED CT,188569008,"Hodgkin's disease, nodular sclerosis of lymph nodes of inguinal region and lower limb (disorder)"
cancer,SNOMED CT,188570009,"Hodgkin's disease, nodular sclerosis of intrapelvic lymph nodes (disorder)"
cancer,SNOMED CT,188572001,"Hodgkin's disease, nodular sclerosis of lymph nodes of multiple sites"
cancer,SNOMED CT,188575004,"Hodgkin's disease, mixed cellularity of lymph nodes of head, face and neck"
cancer,SNOMED CT,188576003,"Hodgkin's disease, mixed cellularity of intrathoracic lymph nodes"
cancer,SNOMED CT,188577007,"Hodgkin's disease, mixed cellularity of intra-abdominal lymph nodes (disorder)"
cancer,SNOMED CT,188578002,"Hodgkin's disease, mixed cellularity of lymph nodes of axilla and upper limb (disorder)"
cancer,SNOMED CT,188579005,"Hodgkin's disease, mixed cellularity of lymph nodes of inguinal region and lower limb (disorder)"
cancer,SNOMED CT,188580008,"Hodgkin's disease, mixed cellularity of intrapelvic lymph nodes (disorder)"
cancer,SNOMED CT,188582000,"Hodgkin's disease, mixed cellularity of lymph nodes of multiple sites (disorder)"
cancer,SNOMED CT,188585003,"Hodgkin's disease, lymphocytic depletion of lymph nodes of head, face and neck (disorder)"
cancer,SNOMED CT,188586002,"Hodgkin's disease, lymphocytic depletion of intrathoracic lymph nodes (disorder)"
cancer,SNOMED CT,188587006,"Hodgkin's disease, lymphocytic depletion of intra-abdominal lymph nodes (disorder)"
cancer,SNOMED CT,188589009,"Hodgkin's disease, lymphocytic depletion of lymph nodes of axilla and upper limb"
cancer,SNOMED CT,188590000,"Hodgkin's disease, lymphocytic depletion of lymph nodes of inguinal region and lower limb (disorder)"
cancer,SNOMED CT,188592008,"Hodgkin's disease, lymphocytic depletion of spleen"
cancer,SNOMED CT,188593003,"Hodgkin's disease, lymphocytic depletion of lymph nodes of multiple sites (disorder)"
cancer,SNOMED CT,188609000,"Nodular lymphoma of lymph nodes of head, face and neck"
cancer,SNOMED CT,188612002,Nodular lymphoma of lymph nodes of axilla and upper limb (disorder)
cancer,SNOMED CT,188613007,Nodular lymphoma of lymph nodes of inguinal region and lower limb
cancer,SNOMED CT,188627002,Mycosis fungoides of lymph nodes of multiple sites
cancer,SNOMED CT,188633006,Sezary's disease of lymph nodes of axilla and upper limb (disorder)
cancer,SNOMED CT,188637007,Sezary's disease of lymph nodes of multiple sites (disorder)
cancer,SNOMED CT,188640007,"Malignant histiocytosis of lymph nodes of head, face and neck"
cancer,SNOMED CT,188641006,Malignant histiocytosis of lymph nodes of axilla and upper limb (disorder)
cancer,SNOMED CT,188642004,Malignant histiocytosis of lymph nodes of inguinal region and lower limb (disorder)
cancer,SNOMED CT,188645002,"Leukaemic reticuloendotheliosis of lymph nodes of head, face and neck"
cancer,SNOMED CT,188660004,Malignant mast cell tumours
cancer,SNOMED CT,188662007,"Mast cell malignancy of lymph nodes of head, face and neck (disorder)"
cancer,SNOMED CT,188664008,Mast cell malignancy of intra-abdominal lymph nodes (disorder)
cancer,SNOMED CT,188665009,Mast cell malignancy of lymph nodes of axilla and upper limb (disorder)
cancer,SNOMED CT,188666005,Mast cell malignancy of lymph nodes of inguinal region and lower limb
cancer,SNOMED CT,188668006,Mast cell malignancy of spleen (disorder)
cancer,SNOMED CT,188669003,Mast cell malignancy of lymph nodes of multiple sites
cancer,SNOMED CT,188672005,Follicular non-Hodgkin's mixed small cleaved and large cell lymphoma
cancer,SNOMED CT,188674006,Diffuse malignant lymphoma - small non-cleaved cell
cancer,SNOMED CT,188675007,Malignant lymphoma - small cleaved cell (disorder)
cancer,SNOMED CT,188676008,Malignant lymphoma - mixed small and large cell
cancer,SNOMED CT,188679001,Diffuse non-Hodgkin's lymphoma undifferentiated (diffuse)
cancer,SNOMED CT,188691005,Malignant immunoproliferative small intestinal disease
cancer,SNOMED CT,188718006,Extramedullary plasmacytoma (clinical)
cancer,SNOMED CT,188725004,Lymphatic leukaemia
cancer,SNOMED CT,188726003,Subacute lymphoid leukemia
cancer,SNOMED CT,188728002,Aleukemic lymphoid leukemia (disorder)
cancer,SNOMED CT,188729005,Adult T-cell leukaemia
cancer,SNOMED CT,188732008,Myeloid leukemia
cancer,SNOMED CT,188733003,Chronic eosinophilic leukaemia
cancer,SNOMED CT,188734009,Chronic neutrophilic leukemia
cancer,SNOMED CT,188736006,Subacute myeloid leukaemia
cancer,SNOMED CT,188737002,Chloroma
cancer,SNOMED CT,188738007,Granulocytic sarcoma
cancer,SNOMED CT,188741003,Aleukemic myeloid leukemia (disorder)
cancer,SNOMED CT,188744006,Histiocytic leukemia
cancer,SNOMED CT,188745007,Chronic monocytic leukemia
cancer,SNOMED CT,188746008,Subacute monocytic leukaemia
cancer,SNOMED CT,188754005,Thrombocytic leukemia
cancer,SNOMED CT,188768003,Myelomonocytic leukaemia
cancer,SNOMED CT,188770007,Subacute myelomonocytic leukaemia
cancer,SNOMED CT,189509003,"Refractory anemia without sideroblasts, so stated (disorder)"
cancer,SNOMED CT,190030009,Compound leukemias (disorder)
cancer,SNOMED CT,190818004,Waldenstrom's macroglobulinemia (disorder)
cancer,SNOMED CT,190955000,Histiocytosis X syndrome (disorder)
cancer,SNOMED CT,230156002,Malignant meningitis (disorder)
cancer,SNOMED CT,230257000,Paraneoplastic motor neurone disease
cancer,SNOMED CT,230586003,Neuropathy due to multiple myeloma
cancer,SNOMED CT,230685009,Myasthenia gravis associated with thymoma (disorder)
cancer,SNOMED CT,231829006,Malignant neoplasm of eyelid (disorder)
cancer,SNOMED CT,231831002,Squamous cell carcinoma of eyelid (disorder)
cancer,SNOMED CT,231833004,Sebaceous adenocarcinoma of eyelid (disorder)
cancer,SNOMED CT,231834005,Malignant melanoma of eyelid
cancer,SNOMED CT,231835006,Kaposi's sarcoma of eyelid (disorder)
cancer,SNOMED CT,232075002,Lymphoma of retina (disorder)
cancer,SNOMED CT,233940007,Pulmonary tumor embolism (disorder)
cancer,SNOMED CT,235966007,Cystadenocarcinoma of pancreas (disorder)
cancer,SNOMED CT,236005001,Malignant ascites
cancer,SNOMED CT,236513009,Lymphoma of kidney (disorder)
cancer,SNOMED CT,237252008,Placental site trophoblastic tumor (disorder)
cancer,SNOMED CT,237833006,Carcinoid crisis (disorder)
cancer,SNOMED CT,239297008,Lymphomatoid granulomatosis of the lung (disorder)
cancer,SNOMED CT,239898008,Polymyositis with malignant disease
cancer,SNOMED CT,239901009,Dermatopolymyositis in neoplastic disease
cancer,SNOMED CT,240531002,African Burkitt's lymphoma (disorder)
cancer,SNOMED CT,240794006,Splenic schistosomal giant cell lymphoma (disorder)
cancer,SNOMED CT,253000007,Neuroendocrine carcinoma (disorder)
cancer,SNOMED CT,253001006,Merkel cell carcinoma (disorder)
cancer,SNOMED CT,253003009,Carcinoid bronchial adenoma (disorder)
cancer,SNOMED CT,253006001,Somatostatinoma (disorder)
cancer,SNOMED CT,253017000,Klatskin's tumor (disorder)
cancer,SNOMED CT,253018005,Fibrolamellar hepatocellular carcinoma (disorder)
cancer,SNOMED CT,253042009,Myxoid dermatofibrosarcoma protuberans (disorder)
cancer,SNOMED CT,253096008,Peripheral neuroectodermal tumor (disorder)
cancer,SNOMED CT,254389005,Carcinoma of vermilion border of upper lip (disorder)
cancer,SNOMED CT,254412006,Malignant tumor of tip of tongue (disorder)
cancer,SNOMED CT,254423005,Carcinoma of lingual tonsil (disorder)
cancer,SNOMED CT,254424004,Carcinoma of upper gum (disorder)
cancer,SNOMED CT,254425003,Carcinoma of lower gum (disorder)
cancer,SNOMED CT,254427006,Carcinoma of anterior part of floor of mouth (disorder)
cancer,SNOMED CT,254431000,Carcinoma of lateral part of floor of mouth (disorder)
cancer,SNOMED CT,254434008,Carcinoma of hard palate (disorder)
cancer,SNOMED CT,254435009,Carcinoma of soft palate (disorder)
cancer,SNOMED CT,254436005,Carcinoma of uvula (disorder)
cancer,SNOMED CT,254437001,Squamous cell carcinoma of buccal mucosa (disorder)
cancer,SNOMED CT,254441002,Carcinoma of upper buccal sulcus (disorder)
cancer,SNOMED CT,254445006,Carcinoma of lower buccal sulcus (disorder)
cancer,SNOMED CT,254454009,Carcinoma of lower labial sulcus (disorder)
cancer,SNOMED CT,254457002,Carcinoma of retromolar area (disorder)
cancer,SNOMED CT,254459004,Malignant tumour of anterior pillar of fauces
cancer,SNOMED CT,254462001,Carcinoma of parotid gland (disorder)
cancer,SNOMED CT,254465004,Carcinoma of submandibular gland (disorder)
cancer,SNOMED CT,254466003,Carcinoma of sublingual gland (disorder)
cancer,SNOMED CT,254474002,Malignant tumor of nasal skeleton (disorder)
cancer,SNOMED CT,254478004,Malignant tumor of inferior turbinate (disorder)
cancer,SNOMED CT,254484001,Malignant tumor of posterior margin of nasal septum and choanae
cancer,SNOMED CT,254503007,Malignant tumor of inferior surface of soft palate (disorder)
cancer,SNOMED CT,254509006,Malignant tumor of anterior commissure (disorder)
cancer,SNOMED CT,254517003,Malignant tumor of suprahyoid epiglottis (disorder)
cancer,SNOMED CT,254520006,Malignant tumor of infrahyoid epiglottis (disorder)
cancer,SNOMED CT,254526000,Malignant tumor of laryngeal ventricle (disorder)
cancer,SNOMED CT,254530002,Malignant tumor of parapharyngeal space (disorder)
cancer,SNOMED CT,254535007,Carcinoma of cervical part of esophagus (disorder)
cancer,SNOMED CT,254539001,Carcinoma of thoracic part of esophagus (disorder)
cancer,SNOMED CT,254543002,Carcinoma of abdominal part of esophagus (disorder)
cancer,SNOMED CT,254547001,Carcinoma of upper third of esophagus (disorder)
cancer,SNOMED CT,254549003,Carcinoma of middle third of esophagus (disorder)
cancer,SNOMED CT,254551004,Carcinoma of lower third of esophagus (disorder)
cancer,SNOMED CT,254553001,Carcinoma of cardia (disorder)
cancer,SNOMED CT,254555008,Carcinoma of fundus of stomach (disorder)
cancer,SNOMED CT,254557000,Carcinoma of body of stomach (disorder)
cancer,SNOMED CT,254559002,Carcinoma of pyloric antrum (disorder)
cancer,SNOMED CT,254561006,Carcinoma of pylorus (disorder)
cancer,SNOMED CT,254563009,Carcinoma of lesser curve of stomach (disorder)
cancer,SNOMED CT,254567005,Carcinoma of greater curve of stomach (disorder)
cancer,SNOMED CT,254570009,Carcinoma of duodenum (disorder)
cancer,SNOMED CT,254582000,Carcinoma of rectum
cancer,SNOMED CT,254586002,Malignant tumor of anorectal junction (disorder)
cancer,SNOMED CT,254601002,Sarcoma of liver (disorder)
cancer,SNOMED CT,254609000,Carcinoma of ampulla of Vater (disorder)
cancer,SNOMED CT,254611009,Malignant tumor of endocrine pancreas (disorder)
cancer,SNOMED CT,254612002,Carcinoma of endocrine pancreas (disorder)
cancer,SNOMED CT,254619006,Adenoid cystic carcinoma of trachea (disorder)
cancer,SNOMED CT,254620000,Squamous cell carcinoma of trachea (disorder)
cancer,SNOMED CT,254622008,Squamous cell carcinoma of bronchus (disorder)
cancer,SNOMED CT,254625005,Malignant tumor of lung parenchyma (disorder)
cancer,SNOMED CT,254626006,Adenocarcinoma of lung (disorder)
cancer,SNOMED CT,254627002,Carcinoid tumor of lung (disorder)
cancer,SNOMED CT,254628007,Carcinoma of lung parenchyma (disorder)
cancer,SNOMED CT,254629004,Large cell carcinoma of lung (disorder)
cancer,SNOMED CT,254631008,Giant cell carcinoma of lung (disorder)
cancer,SNOMED CT,254632001,Small cell carcinoma of lung (disorder)
cancer,SNOMED CT,254633006,Oat cell carcinoma of lung (disorder)
cancer,SNOMED CT,254634000,Squamous cell carcinoma of lung (disorder)
cancer,SNOMED CT,254635004,Epithelioid hemangioendothelioma of lung (disorder)
cancer,SNOMED CT,254637007,Non-small cell lung cancer (disorder)
cancer,SNOMED CT,254638002,Pancoast tumor (disorder)
cancer,SNOMED CT,254645002,Malignant mesothelioma of pleura
cancer,SNOMED CT,254653005,Spindle cell squamous carcinoma of skin (disorder)
cancer,SNOMED CT,254707006,Malignant skin tumor with eccrine differentiation (disorder)
cancer,SNOMED CT,254708001,Eccrine porocarcinoma of skin (disorder)
cancer,SNOMED CT,254709009,Digital papillary eccrine carcinoma of skin (disorder)
cancer,SNOMED CT,254711000,Adenoid cystic eccrine carcinoma of skin (disorder)
cancer,SNOMED CT,254712007,Microcystic adnexal carcinoma of skin (disorder)
cancer,SNOMED CT,254713002,Mucoepidermoid carcinoma of skin (disorder)
cancer,SNOMED CT,254714008,Mucinous eccrine carcinoma of skin (disorder)
cancer,SNOMED CT,254726003,Malignant skin tumor with apocrine differentiation (disorder)
cancer,SNOMED CT,254730000,Superficial spreading malignant melanoma of skin (disorder)
cancer,SNOMED CT,254731001,Nodular malignant melanoma of skin (disorder)
cancer,SNOMED CT,254732008,Acral lentiginous malignant melanoma of skin (disorder)
cancer,SNOMED CT,254733003,Malignant melanoma arising in intradermal nevus (disorder)
cancer,SNOMED CT,254734009,Malignant melanoma arising in congenital nevus (disorder)
cancer,SNOMED CT,254748009,Cutaneous fibrosarcoma (disorder)
cancer,SNOMED CT,254764001,Peripheral neuroepithelioma (disorder)
cancer,SNOMED CT,254771006,Cutaneous leiomyosarcoma (disorder)
cancer,SNOMED CT,254792006,Proliferating angioendotheliomatosis
cancer,SNOMED CT,254794007,Angiosarcoma of skin (disorder)
cancer,SNOMED CT,254797000,Malignant hemangiopericytoma of skin (disorder)
cancer,SNOMED CT,254800003,Epithelioid cell sarcoma of skin (disorder)
cancer,SNOMED CT,254824006,Malignant tumor of mesothelial tissue (disorder)
cancer,SNOMED CT,254828009,Malignant lipomatous tumor (disorder)
cancer,SNOMED CT,254829001,Liposarcoma (disorder)
cancer,SNOMED CT,254837009,Malignant tumor of breast
cancer,SNOMED CT,254838004,Carcinoma of breast (disorder)
cancer,SNOMED CT,254839007,Scirrhous carcinoma of breast (disorder)
cancer,SNOMED CT,254840009,Inflammatory carcinoma of breast (disorder)
cancer,SNOMED CT,254841008,Cancer en cuirasse (disorder)
cancer,SNOMED CT,254843006,Familial cancer of breast (disorder)
cancer,SNOMED CT,254844000,Malignant phyllodes tumor of breast (disorder)
cancer,SNOMED CT,254849005,Malignant epithelial tumor of ovary (disorder)
cancer,SNOMED CT,254850005,Serous papillary cystadenocarcinoma ovary (disorder)
cancer,SNOMED CT,254851009,Mucinous cystadenocarcinoma of ovary (disorder)
cancer,SNOMED CT,254852002,Endometrioid carcinoma ovary (disorder)
cancer,SNOMED CT,254855000,Mixed epithelial tumor of ovary (disorder)
cancer,SNOMED CT,254856004,Undifferentiated carcinoma of ovary (disorder)
cancer,SNOMED CT,254860001,Malignant sex cord tumor of ovary (disorder)
cancer,SNOMED CT,254861002,Malignant granulosa cell tumor of ovary (disorder)
cancer,SNOMED CT,254863004,Granulosa cell tumor of ovary (disorder)
cancer,SNOMED CT,254869000,Malignant germ cell tumor of ovary (disorder)
cancer,SNOMED CT,254870004,Choriocarcinoma of ovary (disorder)
cancer,SNOMED CT,254871000,Immature teratoma of ovary (disorder)
cancer,SNOMED CT,254872007,Embryonal carcinoma of ovary (disorder)
cancer,SNOMED CT,254874008,Dysgerminoma of ovary (disorder)
cancer,SNOMED CT,254876005,Endodermal sinus tumor of ovary (disorder)
cancer,SNOMED CT,254877001,Sarcoma of uterus (disorder)
cancer,SNOMED CT,254878006,Endometrial carcinoma (disorder)
cancer,SNOMED CT,254886006,Squamous cell carcinoma of cervix (disorder)
cancer,SNOMED CT,254887002,Adenocarcinoma of cervix (disorder)
cancer,SNOMED CT,254888007,Adenosquamous carcinoma of cervix (disorder)
cancer,SNOMED CT,254889004,Carcinoma of cervix stage 0 (disorder)
cancer,SNOMED CT,254893005,Carcinoma of vagina (disorder)
cancer,SNOMED CT,254895003,Squamous cell carcinoma of vulva (disorder)
cancer,SNOMED CT,254896002,Malignant melanoma of vulva (disorder)
cancer,SNOMED CT,254897006,Sarcoma of vulva (disorder)
cancer,SNOMED CT,254900004,Carcinoma of prostate (disorder)
cancer,SNOMED CT,254904008,Carcinoma of glans penis (disorder)
cancer,SNOMED CT,254912000,Regressed malignant testicular tumor (disorder)
cancer,SNOMED CT,254915003,Clear cell carcinoma of kidney (disorder)
cancer,SNOMED CT,254917006,Papillary cystadenocarcinoma of kidney (disorder)
cancer,SNOMED CT,254918001,Sarcoma of kidney (disorder)
cancer,SNOMED CT,254934003,Malignant tumor of urethral stump (disorder)
cancer,SNOMED CT,254938000,Astrocytoma of brain (disorder)
cancer,SNOMED CT,254940005,Oligodendroglioma of brain (disorder)
cancer,SNOMED CT,254948003,Astrocytoma of spinal cord (disorder)
cancer,SNOMED CT,254950006,Oligodendroglioma of spinal cord (disorder)
cancer,SNOMED CT,254955001,Pituitary carcinoma (disorder)
cancer,SNOMED CT,254969001,Malignant tumor of olfactory tract (disorder)
cancer,SNOMED CT,254972008,Malignant tumor of optic nerve and sheath (disorder)
cancer,SNOMED CT,254973003,Malignant astrocytoma of optic nerve (disorder)
cancer,SNOMED CT,254974009,Malignant tumor of optic nerve sheath (disorder)
cancer,SNOMED CT,254975005,Malignant meningioma of optic nerve sheath (disorder)
cancer,SNOMED CT,254980001,Malignant tumor of acoustic vestibular nerve
cancer,SNOMED CT,254983004,Malignant tumor of spinal nerve and sheath (disorder)
cancer,SNOMED CT,254986007,Malignant tumour of peripheral nerve
cancer,SNOMED CT,254987003,Adenoid cystic carcinoma of lacrimal gland (disorder)
cancer,SNOMED CT,254988008,Adenocarcinoma of lacrimal gland (disorder)
cancer,SNOMED CT,254989000,Carcinoma ex pleomorphic adenoma of lacrimal gland (disorder)
cancer,SNOMED CT,254990009,Mucoepidermoid tumor of lacrimal gland (disorder)
cancer,SNOMED CT,254993006,Liposarcoma of orbit (disorder)
cancer,SNOMED CT,254994000,Rhabdomyosarcoma of orbit (disorder)
cancer,SNOMED CT,254995004,Malignant hemangiopericytoma of orbit (disorder)
cancer,SNOMED CT,254996003,Malignant fibrous histiocytoma of orbit (disorder)
cancer,SNOMED CT,255003007,Squamous cell carcinoma of conjunctiva (disorder)
cancer,SNOMED CT,255004001,Malignant melanoma of conjunctiva (disorder)
cancer,SNOMED CT,255008003,Squamous cell carcinoma of cornea (disorder)
cancer,SNOMED CT,255012009,Malignant melanoma of iris (disorder)
cancer,SNOMED CT,255015006,Malignant melanoma of ciliary body (disorder)
cancer,SNOMED CT,255016007,Adenocarcinoma of pigmented epithelium of ciliary body (disorder)
cancer,SNOMED CT,255017003,Adenocarcinoma of non-pigmented epithelium of ciliary body (disorder)
cancer,SNOMED CT,255021005,Malignant melanoma of choroid (disorder)
cancer,SNOMED CT,255028004,Follicular thyroid carcinoma (disorder)
cancer,SNOMED CT,255029007,Papillary thyroid carcinoma (disorder)
cancer,SNOMED CT,255030002,Mixed follicular and papillary thyroid carcinoma (disorder)
cancer,SNOMED CT,255031003,Anaplastic thyroid carcinoma (disorder)
cancer,SNOMED CT,255032005,Medullary thyroid carcinoma (disorder)
cancer,SNOMED CT,255035007,Adrenal carcinoma (disorder)
cancer,SNOMED CT,255037004,Parathyroid carcinoma (disorder)
cancer,SNOMED CT,255044008,Malignant pinealoma (disorder)
cancer,SNOMED CT,255052006,Malignant tumor of unknown origin
cancer,SNOMED CT,255056009,Malignant tumor of head and neck
cancer,SNOMED CT,255066001,Carcinoma of genitourinary organ
cancer,SNOMED CT,255067005,Sarcoma of bone and connective tissue
cancer,SNOMED CT,255068000,"Carcinoma of bone, connective tissue, skin and breast"
cancer,SNOMED CT,255069008,"Carcinoma of lip, oral cavity and pharynx"
cancer,SNOMED CT,255071008,Squamous cell carcinoma of lip (disorder)
cancer,SNOMED CT,255072001,Malignant tumor of salivary gland (disorder)
cancer,SNOMED CT,255073006,"Malignant tumor of ear, nose and throat"
cancer,SNOMED CT,255074000,Malignant tumor of nasal cavity and nasopharynx (disorder)
cancer,SNOMED CT,255075004,Malignant tumor of lateral nasal wall (disorder)
cancer,SNOMED CT,255077007,Malignant tumour of digestive organ
cancer,SNOMED CT,255078002,"Malignant tumor of esophagus, stomach and duodenum (disorder)"
cancer,SNOMED CT,255081007,Carcinoma of cecum
cancer,SNOMED CT,255083005,Malignant tumor of anus and anal canal
cancer,SNOMED CT,255084004,Squamous cell carcinoma of anal margin
cancer,SNOMED CT,255086002,Carcinoma common bile duct
cancer,SNOMED CT,255087006,Malignant polyp of biliary tract (disorder)
cancer,SNOMED CT,255088001,Malignant tumor of exocrine pancreas (disorder)
cancer,SNOMED CT,255090000,Malignant neoplasm of carpal bones
cancer,SNOMED CT,255091001,Malignant neoplasm of metacarpal bones
cancer,SNOMED CT,255093003,Malignant skin tumor with adnexal differentiation (disorder)
cancer,SNOMED CT,255096006,Malignant tumor of dermis (disorder)
cancer,SNOMED CT,255101006,Sezary disease of skin (disorder)
cancer,SNOMED CT,255102004,Angioendotheliomatosis (disorder)
cancer,SNOMED CT,255107005,Seminoma of testis
cancer,SNOMED CT,255108000,Carcinoma of bladder (disorder)
cancer,SNOMED CT,255109008,Transitional cell carcinoma of bladder (disorder)
cancer,SNOMED CT,255110003,Adenocarcinoma of bladder (disorder)
cancer,SNOMED CT,255111004,Squamous cell carcinoma of bladder (disorder)
cancer,SNOMED CT,255114007,Kaposi's sarcoma of conjunctiva (disorder)
cancer,SNOMED CT,255118005,Secondary lymphangitic carcinoma (disorder)
cancer,SNOMED CT,255119002,Lymphangitis carcinomatosa (disorder)
cancer,SNOMED CT,255121007,Carcinomatosis of peritoneal cavity (disorder)
cancer,SNOMED CT,255123005,Metastasis to nervous system and eye (disorder)
cancer,SNOMED CT,255124004,Metastasis to peripheral nerve (disorder)
cancer,SNOMED CT,255127006,Local tumor spread (disorder)
cancer,SNOMED CT,255128001,Malignant infiltration of peripheral nerve (disorder)
cancer,SNOMED CT,255129009,Malignant infiltration of peripheral nerve plexus (disorder)
cancer,SNOMED CT,265760000,Intravenous chemotherapy (procedure)
cancer,SNOMED CT,265761001,Intramuscular chemotherapy (procedure)
cancer,SNOMED CT,265762008,Subcutaneous chemotherapy (procedure)
cancer,SNOMED CT,266719004,Oral chemotherapy (procedure)
cancer,SNOMED CT,267540007,Neutropenia caused by irradiation (disorder)
cancer,SNOMED CT,268500004,Prophylactic chemotherapy (procedure)
